event_id,status,research_stratum,admission_tier,trigger_type,jurisdiction,layer,coverage_status,denominator_class,denominator_reason,denominator_artifact,rate_reportable,observed_change_count,observed_no_change_count,coverage_gap_count,direct_attribution_count,plausible_attribution_count,first_change_timestamp,source_file
sec-v-coinbase-2023,admitted,S3_doj_sec_cftc_fiod,empirical_case,sec_action,US,l4_frontend,not_measured,observability_gap,not_measured_no_rate_denominator,events/*.yaml,no,0,0,0,0,0,,events/sec-v-coinbase-2023.yaml
sec-v-coinbase-2023,admitted,S3_doj_sec_cftc_fiod,empirical_case,sec_action,US,asset_onchain,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sec-v-coinbase-2023.yaml
sec-v-coinbase-2023,admitted,S3_doj_sec_cftc_fiod,empirical_case,sec_action,US,offramp_cex,measured,measured_rate_denominator,coverage_status_measured_under_layer_protocol,events/*.yaml,yes,1,0,0,0,1,2023-07-14T00:00:00+00:00,events/sec-v-coinbase-2023.yaml
sec-v-ripple-2020,admitted,S3_doj_sec_cftc_fiod,empirical_case,sec_action,US,l0_network,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sec-v-ripple-2020.yaml
sec-v-ripple-2020,admitted,S3_doj_sec_cftc_fiod,empirical_case,sec_action,US,l1_consensus,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sec-v-ripple-2020.yaml
sec-v-ripple-2020,admitted,S3_doj_sec_cftc_fiod,empirical_case,sec_action,US,l3_rpc,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sec-v-ripple-2020.yaml
sec-v-ripple-2020,admitted,S3_doj_sec_cftc_fiod,empirical_case,sec_action,US,l4_frontend,measured,measured_rate_denominator,coverage_status_measured_under_layer_protocol,events/*.yaml,yes,1,0,0,1,0,2020-12-22T00:00:00+00:00,events/sec-v-ripple-2020.yaml
sec-v-ripple-2020,admitted,S3_doj_sec_cftc_fiod,empirical_case,sec_action,US,asset_onchain,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sec-v-ripple-2020.yaml
sec-v-ripple-2020,admitted,S3_doj_sec_cftc_fiod,empirical_case,sec_action,US,offramp_cex,measured,measured_rate_denominator,coverage_status_measured_under_layer_protocol,events/*.yaml,yes,4,0,0,4,0,2020-12-28T00:00:00+00:00,events/sec-v-ripple-2020.yaml
sec-v-telegram-ton-2020,admitted,S3_doj_sec_cftc_fiod,empirical_case,sec_action,US,l0_network,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sec-v-telegram-ton-2020.yaml
sec-v-telegram-ton-2020,admitted,S3_doj_sec_cftc_fiod,empirical_case,sec_action,US,l1_consensus,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sec-v-telegram-ton-2020.yaml
sec-v-telegram-ton-2020,admitted,S3_doj_sec_cftc_fiod,empirical_case,sec_action,US,l3_rpc,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sec-v-telegram-ton-2020.yaml
sec-v-telegram-ton-2020,admitted,S3_doj_sec_cftc_fiod,empirical_case,sec_action,US,l4_frontend,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sec-v-telegram-ton-2020.yaml
sec-v-telegram-ton-2020,admitted,S3_doj_sec_cftc_fiod,empirical_case,sec_action,US,asset_onchain,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sec-v-telegram-ton-2020.yaml
sec-v-telegram-ton-2020,admitted,S3_doj_sec_cftc_fiod,empirical_case,sec_action,US,offramp_cex,measured,measured_rate_denominator,coverage_status_measured_under_layer_protocol,events/*.yaml,yes,1,0,0,1,0,2020-05-12T00:00:00+00:00,events/sec-v-telegram-ton-2020.yaml
sec-v-uniswap-wells-notice-2024,rejected,S3_doj_sec_cftc_fiod,null_case,sec_action,US,l0_network,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sec-v-uniswap-wells-notice-2024.yaml
sec-v-uniswap-wells-notice-2024,rejected,S3_doj_sec_cftc_fiod,null_case,sec_action,US,l1_consensus,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sec-v-uniswap-wells-notice-2024.yaml
sec-v-uniswap-wells-notice-2024,rejected,S3_doj_sec_cftc_fiod,null_case,sec_action,US,l3_rpc,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sec-v-uniswap-wells-notice-2024.yaml
sec-v-uniswap-wells-notice-2024,rejected,S3_doj_sec_cftc_fiod,null_case,sec_action,US,l4_frontend,measured,measured_rate_denominator,coverage_status_measured_under_layer_protocol,events/*.yaml,yes,0,1,0,0,0,,events/sec-v-uniswap-wells-notice-2024.yaml
sec-v-uniswap-wells-notice-2024,rejected,S3_doj_sec_cftc_fiod,null_case,sec_action,US,asset_onchain,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sec-v-uniswap-wells-notice-2024.yaml
sec-v-uniswap-wells-notice-2024,rejected,S3_doj_sec_cftc_fiod,null_case,sec_action,US,offramp_cex,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sec-v-uniswap-wells-notice-2024.yaml
sec-voorhees-satoshidice-2014,admitted,S3_doj_sec_cftc_fiod,empirical_case,sec_action,US,l0_network,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sec-voorhees-satoshidice-2014.yaml
sec-voorhees-satoshidice-2014,admitted,S3_doj_sec_cftc_fiod,empirical_case,sec_action,US,l1_consensus,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sec-voorhees-satoshidice-2014.yaml
sec-voorhees-satoshidice-2014,admitted,S3_doj_sec_cftc_fiod,empirical_case,sec_action,US,l3_rpc,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sec-voorhees-satoshidice-2014.yaml
sec-voorhees-satoshidice-2014,admitted,S3_doj_sec_cftc_fiod,empirical_case,sec_action,US,l4_frontend,measured,measured_rate_denominator,coverage_status_measured_under_layer_protocol,events/*.yaml,yes,1,0,0,0,1,2014-06-03T00:00:00+00:00,events/sec-voorhees-satoshidice-2014.yaml
sec-voorhees-satoshidice-2014,admitted,S3_doj_sec_cftc_fiod,empirical_case,sec_action,US,asset_onchain,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sec-voorhees-satoshidice-2014.yaml
sec-voorhees-satoshidice-2014,admitted,S3_doj_sec_cftc_fiod,empirical_case,sec_action,US,offramp_cex,measured,measured_rate_denominator,coverage_status_measured_under_layer_protocol,events/*.yaml,yes,1,0,0,1,0,2014-06-03T00:00:00+00:00,events/sec-voorhees-satoshidice-2014.yaml
semenov-ofac-2023,admitted,S1_ofac_sdn,empirical_case,ofac_sdn_designation,US,l0_network,not_measured,observability_gap,not_queried_yet; cp_not_ingested_v0_1,derived/coverage_matrix.md,no,0,0,0,0,0,,events/semenov-ofac-2023.yaml
semenov-ofac-2023,admitted,S1_ofac_sdn,empirical_case,ofac_sdn_designation,US,l1_consensus,measured,measured_rate_denominator,coverage_status_measured_under_layer_protocol,events/*.yaml,yes,0,1,0,0,0,,events/semenov-ofac-2023.yaml
semenov-ofac-2023,admitted,S1_ofac_sdn,empirical_case,ofac_sdn_designation,US,l3_rpc,not_measured,observability_gap,no_event_specific_rpc_provider_artifact_or_probe_denominator,derived/l3_provider_census.md,no,0,0,0,0,0,,events/semenov-ofac-2023.yaml
semenov-ofac-2023,admitted,S1_ofac_sdn,empirical_case,ofac_sdn_designation,US,l4_frontend,not_measured,observability_gap,not_measured_no_rate_denominator,events/*.yaml,no,0,0,0,0,0,,events/semenov-ofac-2023.yaml
semenov-ofac-2023,admitted,S1_ofac_sdn,empirical_case,ofac_sdn_designation,US,asset_onchain,measured,descriptive_only_structural_circularity_v0_1,positive_onchain_receipts_only_no_independent_no_change_denominator,docs/paper_claims.md#c1--upper-layer-concentration-of-observed-reactions,no,2,0,0,2,0,2023-08-24T00:16:00+00:00,events/semenov-ofac-2023.yaml
semenov-ofac-2023,admitted,S1_ofac_sdn,empirical_case,ofac_sdn_designation,US,offramp_cex,not_measured,observability_gap,not_measured_no_rate_denominator,events/*.yaml,no,0,0,0,0,0,,events/semenov-ofac-2023.yaml
shrem-faiella-bitcoin-exchange-2014,admitted,S3_doj_sec_cftc_fiod,empirical_case,doj_indictment,US,l0_network,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/shrem-faiella-bitcoin-exchange-2014.yaml
shrem-faiella-bitcoin-exchange-2014,admitted,S3_doj_sec_cftc_fiod,empirical_case,doj_indictment,US,l1_consensus,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/shrem-faiella-bitcoin-exchange-2014.yaml
shrem-faiella-bitcoin-exchange-2014,admitted,S3_doj_sec_cftc_fiod,empirical_case,doj_indictment,US,l3_rpc,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/shrem-faiella-bitcoin-exchange-2014.yaml
shrem-faiella-bitcoin-exchange-2014,admitted,S3_doj_sec_cftc_fiod,empirical_case,doj_indictment,US,l4_frontend,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/shrem-faiella-bitcoin-exchange-2014.yaml
shrem-faiella-bitcoin-exchange-2014,admitted,S3_doj_sec_cftc_fiod,empirical_case,doj_indictment,US,asset_onchain,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/shrem-faiella-bitcoin-exchange-2014.yaml
shrem-faiella-bitcoin-exchange-2014,admitted,S3_doj_sec_cftc_fiod,empirical_case,doj_indictment,US,offramp_cex,measured,measured_rate_denominator,coverage_status_measured_under_layer_protocol,events/*.yaml,yes,1,0,0,0,1,2014-09-04T00:00:00+00:00,events/shrem-faiella-bitcoin-exchange-2014.yaml
sichuan-silence-ofac-2024,admitted,S1_ofac_sdn,null_case,ofac_sdn_designation,US,l0_network,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sichuan-silence-ofac-2024.yaml
sichuan-silence-ofac-2024,admitted,S1_ofac_sdn,null_case,ofac_sdn_designation,US,l1_consensus,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sichuan-silence-ofac-2024.yaml
sichuan-silence-ofac-2024,admitted,S1_ofac_sdn,null_case,ofac_sdn_designation,US,l3_rpc,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sichuan-silence-ofac-2024.yaml
sichuan-silence-ofac-2024,admitted,S1_ofac_sdn,null_case,ofac_sdn_designation,US,l4_frontend,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sichuan-silence-ofac-2024.yaml
sichuan-silence-ofac-2024,admitted,S1_ofac_sdn,null_case,ofac_sdn_designation,US,asset_onchain,not_measured,observability_gap,not_measured_no_rate_denominator,events/*.yaml,no,0,0,0,0,0,,events/sichuan-silence-ofac-2024.yaml
sichuan-silence-ofac-2024,admitted,S1_ofac_sdn,null_case,ofac_sdn_designation,US,offramp_cex,measured,measured_rate_denominator,coverage_status_measured_under_layer_protocol,events/*.yaml,yes,0,1,0,0,0,,events/sichuan-silence-ofac-2024.yaml
silk-road-doj-seizure-2013,admitted,S3_doj_sec_cftc_fiod,empirical_case,doj_seizure_order,US,l0_network,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/silk-road-doj-seizure-2013.yaml
silk-road-doj-seizure-2013,admitted,S3_doj_sec_cftc_fiod,empirical_case,doj_seizure_order,US,l1_consensus,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/silk-road-doj-seizure-2013.yaml
silk-road-doj-seizure-2013,admitted,S3_doj_sec_cftc_fiod,empirical_case,doj_seizure_order,US,l3_rpc,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/silk-road-doj-seizure-2013.yaml
silk-road-doj-seizure-2013,admitted,S3_doj_sec_cftc_fiod,empirical_case,doj_seizure_order,US,l4_frontend,measured,measured_rate_denominator,coverage_status_measured_under_layer_protocol,events/*.yaml,yes,1,0,0,1,0,2013-10-02T00:00:00+00:00,events/silk-road-doj-seizure-2013.yaml
silk-road-doj-seizure-2013,admitted,S3_doj_sec_cftc_fiod,empirical_case,doj_seizure_order,US,asset_onchain,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/silk-road-doj-seizure-2013.yaml
silk-road-doj-seizure-2013,admitted,S3_doj_sec_cftc_fiod,empirical_case,doj_seizure_order,US,offramp_cex,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/silk-road-doj-seizure-2013.yaml
sinbad-doj-2024,admitted,S3_doj_sec_cftc_fiod,empirical_case,doj_indictment,"US,NL",l0_network,not_measured,observability_gap,not_queried_yet; cp_not_ingested_v0_1,derived/coverage_matrix.md,no,0,0,0,0,0,,events/sinbad-doj-2024.yaml
sinbad-doj-2024,admitted,S3_doj_sec_cftc_fiod,empirical_case,doj_indictment,"US,NL",l1_consensus,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sinbad-doj-2024.yaml
sinbad-doj-2024,admitted,S3_doj_sec_cftc_fiod,empirical_case,doj_indictment,"US,NL",l3_rpc,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sinbad-doj-2024.yaml
sinbad-doj-2024,admitted,S3_doj_sec_cftc_fiod,empirical_case,doj_indictment,"US,NL",l4_frontend,measured,measured_rate_denominator,coverage_status_measured_under_layer_protocol,events/*.yaml,yes,1,0,0,1,0,2025-01-10T00:00:00+00:00,events/sinbad-doj-2024.yaml
sinbad-doj-2024,admitted,S3_doj_sec_cftc_fiod,empirical_case,doj_indictment,"US,NL",asset_onchain,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sinbad-doj-2024.yaml
sinbad-doj-2024,admitted,S3_doj_sec_cftc_fiod,empirical_case,doj_indictment,"US,NL",offramp_cex,measured,measured_rate_denominator,coverage_status_measured_under_layer_protocol,events/*.yaml,yes,1,0,0,1,0,2025-01-10T00:00:00+00:00,events/sinbad-doj-2024.yaml
sinbad-ofac-2023,admitted,S1_ofac_sdn,null_case,ofac_sdn_designation,US,l0_network,not_measured,observability_gap,ooni_queried_no_measurements; cp_not_ingested_v0_1,derived/l0_coverage_summary.md,no,0,0,0,0,0,,events/sinbad-ofac-2023.yaml
sinbad-ofac-2023,admitted,S1_ofac_sdn,null_case,ofac_sdn_designation,US,l1_consensus,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sinbad-ofac-2023.yaml
sinbad-ofac-2023,admitted,S1_ofac_sdn,null_case,ofac_sdn_designation,US,l3_rpc,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sinbad-ofac-2023.yaml
sinbad-ofac-2023,admitted,S1_ofac_sdn,null_case,ofac_sdn_designation,US,l4_frontend,measured,measured_rate_denominator,coverage_status_measured_under_layer_protocol,events/*.yaml,yes,0,1,0,0,0,,events/sinbad-ofac-2023.yaml
sinbad-ofac-2023,admitted,S1_ofac_sdn,null_case,ofac_sdn_designation,US,asset_onchain,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/sinbad-ofac-2023.yaml
sinbad-ofac-2023,admitted,S1_ofac_sdn,null_case,ofac_sdn_designation,US,offramp_cex,not_measured,observability_gap,not_measured_no_rate_denominator,events/*.yaml,no,0,0,0,0,0,,events/sinbad-ofac-2023.yaml
singapore-mas-binance-services-2021,admitted,S4_nation_state,empirical_case,nation_state_block,SG,l0_network,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/singapore-mas-binance-services-2021.yaml
singapore-mas-binance-services-2021,admitted,S4_nation_state,empirical_case,nation_state_block,SG,l1_consensus,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/singapore-mas-binance-services-2021.yaml
singapore-mas-binance-services-2021,admitted,S4_nation_state,empirical_case,nation_state_block,SG,l3_rpc,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/singapore-mas-binance-services-2021.yaml
singapore-mas-binance-services-2021,admitted,S4_nation_state,empirical_case,nation_state_block,SG,l4_frontend,partially_measured,partial_sensitivity_denominator,partially_measured_sensitivity_only,events/*.yaml,sensitivity_only,1,0,0,1,0,2021-09-05T00:00:00+00:00,events/singapore-mas-binance-services-2021.yaml
singapore-mas-binance-services-2021,admitted,S4_nation_state,empirical_case,nation_state_block,SG,asset_onchain,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/singapore-mas-binance-services-2021.yaml
singapore-mas-binance-services-2021,admitted,S4_nation_state,empirical_case,nation_state_block,SG,offramp_cex,partially_measured,partial_sensitivity_denominator,partially_measured_sensitivity_only,events/*.yaml,sensitivity_only,1,0,0,1,0,2022-02-01T00:00:00+00:00,events/singapore-mas-binance-services-2021.yaml
storm-semenov-doj-2023,admitted,S3_doj_sec_cftc_fiod,null_case,doj_indictment,US,l0_network,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/storm-semenov-doj-2023.yaml
storm-semenov-doj-2023,admitted,S3_doj_sec_cftc_fiod,null_case,doj_indictment,US,l1_consensus,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/storm-semenov-doj-2023.yaml
storm-semenov-doj-2023,admitted,S3_doj_sec_cftc_fiod,null_case,doj_indictment,US,l3_rpc,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/storm-semenov-doj-2023.yaml
storm-semenov-doj-2023,admitted,S3_doj_sec_cftc_fiod,null_case,doj_indictment,US,l4_frontend,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/storm-semenov-doj-2023.yaml
storm-semenov-doj-2023,admitted,S3_doj_sec_cftc_fiod,null_case,doj_indictment,US,asset_onchain,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/storm-semenov-doj-2023.yaml
storm-semenov-doj-2023,admitted,S3_doj_sec_cftc_fiod,null_case,doj_indictment,US,offramp_cex,measured,measured_rate_denominator,coverage_status_measured_under_layer_protocol,events/*.yaml,yes,0,1,0,0,0,,events/storm-semenov-doj-2023.yaml
suex-ofac-2021,admitted,S1_ofac_sdn,empirical_case,ofac_sdn_designation,US,l0_network,not_measured,observability_gap,ooni_queried_no_measurements; cp_not_ingested_v0_1,derived/l0_coverage_summary.md,no,0,0,0,0,0,,events/suex-ofac-2021.yaml
suex-ofac-2021,admitted,S1_ofac_sdn,empirical_case,ofac_sdn_designation,US,l1_consensus,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/suex-ofac-2021.yaml
suex-ofac-2021,admitted,S1_ofac_sdn,empirical_case,ofac_sdn_designation,US,l3_rpc,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/suex-ofac-2021.yaml
suex-ofac-2021,admitted,S1_ofac_sdn,empirical_case,ofac_sdn_designation,US,l4_frontend,measured,measured_rate_denominator,coverage_status_measured_under_layer_protocol,events/*.yaml,yes,0,1,0,0,0,,events/suex-ofac-2021.yaml
suex-ofac-2021,admitted,S1_ofac_sdn,empirical_case,ofac_sdn_designation,US,asset_onchain,measured,descriptive_only_structural_circularity_v0_1,positive_onchain_receipts_only_no_independent_no_change_denominator,docs/paper_claims.md#c1--upper-layer-concentration-of-observed-reactions,no,1,0,0,1,0,2021-09-23T01:44:00+00:00,events/suex-ofac-2021.yaml
suex-ofac-2021,admitted,S1_ofac_sdn,empirical_case,ofac_sdn_designation,US,offramp_cex,not_measured,observability_gap,not_measured_no_rate_denominator,events/*.yaml,no,0,0,0,0,0,,events/suex-ofac-2021.yaml
teraexchange-cftc-bitcoin-swap-2015,admitted,S3_doj_sec_cftc_fiod,empirical_case,cftc_action,US,l0_network,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/teraexchange-cftc-bitcoin-swap-2015.yaml
teraexchange-cftc-bitcoin-swap-2015,admitted,S3_doj_sec_cftc_fiod,empirical_case,cftc_action,US,l1_consensus,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/teraexchange-cftc-bitcoin-swap-2015.yaml
teraexchange-cftc-bitcoin-swap-2015,admitted,S3_doj_sec_cftc_fiod,empirical_case,cftc_action,US,l3_rpc,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/teraexchange-cftc-bitcoin-swap-2015.yaml
teraexchange-cftc-bitcoin-swap-2015,admitted,S3_doj_sec_cftc_fiod,empirical_case,cftc_action,US,l4_frontend,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/teraexchange-cftc-bitcoin-swap-2015.yaml
teraexchange-cftc-bitcoin-swap-2015,admitted,S3_doj_sec_cftc_fiod,empirical_case,cftc_action,US,asset_onchain,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/teraexchange-cftc-bitcoin-swap-2015.yaml
teraexchange-cftc-bitcoin-swap-2015,admitted,S3_doj_sec_cftc_fiod,empirical_case,cftc_action,US,offramp_cex,partially_measured,partial_sensitivity_denominator,partially_measured_sensitivity_only,events/*.yaml,sensitivity_only,1,0,0,1,0,2015-09-24T00:00:00+00:00,events/teraexchange-cftc-bitcoin-swap-2015.yaml
tether-doj-pig-butchering-freeze-2023,admitted,S5_corporate,empirical_case,corporate_policy_change,"corporate_global,US",l0_network,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/tether-doj-pig-butchering-freeze-2023.yaml
tether-doj-pig-butchering-freeze-2023,admitted,S5_corporate,empirical_case,corporate_policy_change,"corporate_global,US",l1_consensus,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/tether-doj-pig-butchering-freeze-2023.yaml
tether-doj-pig-butchering-freeze-2023,admitted,S5_corporate,empirical_case,corporate_policy_change,"corporate_global,US",l3_rpc,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/tether-doj-pig-butchering-freeze-2023.yaml
tether-doj-pig-butchering-freeze-2023,admitted,S5_corporate,empirical_case,corporate_policy_change,"corporate_global,US",l4_frontend,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/tether-doj-pig-butchering-freeze-2023.yaml
tether-doj-pig-butchering-freeze-2023,admitted,S5_corporate,empirical_case,corporate_policy_change,"corporate_global,US",asset_onchain,not_measured,observability_gap,not_measured_no_rate_denominator,events/*.yaml,no,0,0,0,0,0,,events/tether-doj-pig-butchering-freeze-2023.yaml
tether-doj-pig-butchering-freeze-2023,admitted,S5_corporate,empirical_case,corporate_policy_change,"corporate_global,US",offramp_cex,measured,measured_rate_denominator,coverage_status_measured_under_layer_protocol,events/*.yaml,yes,1,0,0,1,0,2023-11-20T00:00:00+00:00,events/tether-doj-pig-butchering-freeze-2023.yaml
tether-dprk-precommit-freeze-2025,admitted,S5_corporate,empirical_case,corporate_policy_change,corporate_global,l0_network,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/tether-dprk-precommit-freeze-2025.yaml
tether-dprk-precommit-freeze-2025,admitted,S5_corporate,empirical_case,corporate_policy_change,corporate_global,l1_consensus,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/tether-dprk-precommit-freeze-2025.yaml
tether-dprk-precommit-freeze-2025,admitted,S5_corporate,empirical_case,corporate_policy_change,corporate_global,l3_rpc,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/tether-dprk-precommit-freeze-2025.yaml
tether-dprk-precommit-freeze-2025,admitted,S5_corporate,empirical_case,corporate_policy_change,corporate_global,l4_frontend,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/tether-dprk-precommit-freeze-2025.yaml
tether-dprk-precommit-freeze-2025,admitted,S5_corporate,empirical_case,corporate_policy_change,corporate_global,asset_onchain,measured,descriptive_only_structural_circularity_v0_1,positive_onchain_receipts_only_no_independent_no_change_denominator,docs/paper_claims.md#c1--upper-layer-concentration-of-observed-reactions,no,1,0,0,1,0,2025-04-30T07:05:00+00:00,events/tether-dprk-precommit-freeze-2025.yaml
tether-dprk-precommit-freeze-2025,admitted,S5_corporate,empirical_case,corporate_policy_change,corporate_global,offramp_cex,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/tether-dprk-precommit-freeze-2025.yaml
tether-retroactive-sweep-2023,admitted,S5_corporate,empirical_case,corporate_policy_change,corporate_global,l0_network,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/tether-retroactive-sweep-2023.yaml
tether-retroactive-sweep-2023,admitted,S5_corporate,empirical_case,corporate_policy_change,corporate_global,l1_consensus,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/tether-retroactive-sweep-2023.yaml
tether-retroactive-sweep-2023,admitted,S5_corporate,empirical_case,corporate_policy_change,corporate_global,l3_rpc,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/tether-retroactive-sweep-2023.yaml
tether-retroactive-sweep-2023,admitted,S5_corporate,empirical_case,corporate_policy_change,corporate_global,l4_frontend,not_applicable,not_applicable,layer_not_applicable_to_trigger_target,events/*.yaml,no,0,0,0,0,0,,events/tether-retroactive-sweep-2023.yaml
tether-retroactive-sweep-2023,admitted,S5_corporate,empirical_case,corporate_policy_change,corporate_global,asset_onchain,measured,descriptive_only_structural_circularity_v0_1,positive_onchain_receipts_only_no_independent_no_change_denominator,docs/paper_claims.md#c1--upper-layer-concentration-of-observed-reactions,no,1,0,0,1,0,2023-12-09T04:30:00+00:00,events/tether-retroactive-sweep-2023.yaml
